exercise_id,exercise_name,source,confidence,score,recommended_video,drive_file_id,drive_url,folder,matched_variants,reason
decline-bench-press-dumbbell,Press de banca declinado (Mancuerna),catalog-json,low,0.510,female-dumbbell-decline-guillotine-bench-press-side.mp4,1g7ium9nzN_X_ZhIVLorGX59tC630-LMm,https://drive.google.com/file/d/1g7ium9nzN_X_ZhIVLorGX59tC630-LMm/view?usp=drive_web,Dumbbells,8,token_similarity:id
decline-chest-fly-dumbbell,Apertura declinada (Mancuerna),catalog-json,low,0.510,female-dumbbell-decline-chest-fly-side.mp4,1JFCVEnKEzmKNX225BSZtYr-7quFW2pUl,https://drive.google.com/file/d/1JFCVEnKEzmKNX225BSZtYr-7quFW2pUl/view?usp=drive_web,Dumbbells,8,token_similarity:id
ez-bar-biceps-curl,Curl de bíceps (Barra Z),catalog-json,low,0.510,female-Barbell-ez-bar-curl-side.mp4,1IsJEarMNLEylPPqbCXE9lBlUEmo_kfoo,https://drive.google.com/file/d/1IsJEarMNLEylPPqbCXE9lBlUEmo_kfoo/view?usp=drive_web,Barbell,20,token_similarity:id
face-pull,Face pull (Jalón a la cara),seed+catalog-json,low,0.520,female-Band-band-face-pull-side.mp4,1Fj9QE7tCLh4MQ8gMBpv2XbUaP9jBTer5,https://drive.google.com/file/d/1Fj9QE7tCLh4MQ8gMBpv2XbUaP9jBTer5/view?usp=drive_web,Band,4,video_clean:id
glute-kickback-machine,Patada de glúteo (Máquina),catalog-json,low,0.620,female-Machine-machine-glute-kickback-side.mp4,1g7G0-2FpadfvC_MTKCxuxAJZWSSTF3OC,https://drive.google.com/file/d/1g7G0-2FpadfvC_MTKCxuxAJZWSSTF3OC/view?usp=drive_web,Machine,4,video_clean:alias
glute-kickback-on-floor,Patada de glúteo en el suelo,catalog-json,low,0.620,female-Band-band-glute-kickback-side.mp4,12C5wa27KsNybRjVrh7mBBXF6JLKX_U6O,https://drive.google.com/file/d/12C5wa27KsNybRjVrh7mBBXF6JLKX_U6O/view?usp=drive_web,Band,8,video_clean:alias
hammer-curl-band,Curl martillo (Banda),catalog-json,low,0.265,female-Cardio-cardio-band-hammer-curl-jacks-side.mp4,1qq2x6bS_f8TDmKrt_TvTcKrGIfsAPmFG,https://drive.google.com/file/d/1qq2x6bS_f8TDmKrt_TvTcKrGIfsAPmFG/view?usp=drive_web,Cardio,4,token_similarity:id
incline-bench-press-barbell,Press de banca inclinado (Barra),catalog-json,low,0.510,female-Barbell-barbell-guillotine-incline-bench-press-side.mp4,1-PKypUTDnjvKbOpw7SNgip6KGerg2d2e,https://drive.google.com/file/d/1-PKypUTDnjvKbOpw7SNgip6KGerg2d2e/view?usp=drive_web,Barbell,19,token_similarity:id
incline-bench-press-dumbbell,Press de banca inclinado (Mancuerna),catalog-json,low,0.510,female-dumbbell-neutral-incline-bench-press-side.mp4,1taWcIqi4yDP7Nv7Hmkd_fqQDzs7RA7Ut,https://drive.google.com/file/d/1taWcIqi4yDP7Nv7Hmkd_fqQDzs7RA7Ut/view?usp=drive_web,Dumbbells,12,token_similarity:id
incline-chest-fly-dumbbell,Apertura inclinada (Mancuerna),catalog-json,low,0.510,female-dumbbell-incline-chest-fly-side.mp4,1SHN58cBvCbEulKNEeaqnavun4MZ7xI0F,https://drive.google.com/file/d/1SHN58cBvCbEulKNEeaqnavun4MZ7xI0F/view?usp=drive_web,Dumbbells,8,token_similarity:id
incline-push-ups,Flexiones inclinadas,catalog-json,low,0.780,female-Bodyweight-incline-push-up-side.mp4,1sjdx-cm9xGjUb31fkgkW7qfXIMD-tBkd,https://drive.google.com/file/d/1sjdx-cm9xGjUb31fkgkW7qfXIMD-tBkd/view?usp=drive_web,Bodyweight,8,video_clean:alias
inverted-row,Remo invertido,catalog-json,low,0.780,female-Bodyweight-bodyweight-standing-inverted-row-side.mp4,1XVVPzcF7EEIDnnTeoUo3j42MaOmwf1rk,https://drive.google.com/file/d/1XVVPzcF7EEIDnnTeoUo3j42MaOmwf1rk/view?usp=drive_web,Bodyweight,8,drop_modifiers:id
kipping-pull-up,Dominada kipping,catalog-json,low,0.510,female-Machine-machine-assisted-narrow-pull-up-side.mp4,1tmy2kjpq6qES-RfNjT_0EHG1852f04Ud,https://drive.google.com/file/d/1tmy2kjpq6qES-RfNjT_0EHG1852f04Ud/view?usp=drive_web,Machine,4,token_similarity:alias
lat-pulldown,Jalón al pecho,seed,low,0.322,female-machine-pulldown-side.mp4,1o9wHZHbyLGg1s0RO3n-qokKpaL3bbM3h,https://drive.google.com/file/d/1o9wHZHbyLGg1s0RO3n-qokKpaL3bbM3h/view?usp=drive_web,Machine,8,video_clean:alias
lateral-raise-dumbbell,Elevación lateral (Mancuerna),catalog-json,low,0.510,female-Dumbbells-dumbbell-seated-full-lateral-raise-side.mp4,1JCii2HfNpyQ-yLF7ATPrFjCVyOWFkR34,https://drive.google.com/file/d/1JCii2HfNpyQ-yLF7ATPrFjCVyOWFkR34/view?usp=drive_web,Dumbbells,4,token_similarity:alias
leg-curl,Curl femoral,seed,low,0.780,female-Machine-machine-seated-leg-curl-side.mp4,1_nm32pbd-qY_MS9IEnwobJJkS9jFslMq,https://drive.google.com/file/d/1_nm32pbd-qY_MS9IEnwobJJkS9jFslMq/view?usp=drive_web,Machine,20,drop_modifiers:id
leg-press-horizontal-machine,Prensa de piernas horizontal (Máquina),catalog-json,low,0.510,female-Machine-machine-horizontal-leg-press-side.mp4,19eWPP29SSHQM3O9lKtr5RB56PYFvGToD,https://drive.google.com/file/d/19eWPP29SSHQM3O9lKtr5RB56PYFvGToD/view?usp=drive_web,Machine,8,token_similarity:id
lunge,Estocada,catalog-json,low,0.780,female-Barbell-barbell-deficit-lunge-side.mp4,1Kj7jzfZ_sv4NCZW8jHl_StAm_eyPnMKD,https://drive.google.com/file/d/1Kj7jzfZ_sv4NCZW8jHl_StAm_eyPnMKD/view?usp=drive_web,Barbell,12,drop_modifiers:id
plank-pushup,Plancha con flexión,catalog-json,low,0.620,female-Medicine-Ball-plank-side.mp4,1X2yvQo2jZ_FG4dNC3mJsA0CFjfgwAmK9,https://drive.google.com/file/d/1X2yvQo2jZ_FG4dNC3mJsA0CFjfgwAmK9/view?usp=drive_web,Medicine-Ball,4,video_clean:alias
pull-up,Dominada,seed+catalog-json,low,0.780,female-Bodyweight-bodyweight-assisted-pull-up-side.mp4,1nuEBYDXTiTWmmJzzleky2Bo6T-ERPCqQ,https://drive.google.com/file/d/1nuEBYDXTiTWmmJzzleky2Bo6T-ERPCqQ/view?usp=drive_web,Bodyweight,16,drop_modifiers:id
rear-delt-reverse-fly-cable,Apertura inversa de deltoides posterior (Polea),catalog-json,low,0.510,female-Cables-cable-rear-delt-fly-side.mp4,1e2FhYbw-hFt9tHu4OxiFtwJjOla5UknK,https://drive.google.com/file/d/1e2FhYbw-hFt9tHu4OxiFtwJjOla5UknK/view?usp=drive_web,Cables,20,token_similarity:alias
rear-delt-reverse-fly-dumbbell,Apertura inversa de deltoides posterior (Mancuerna),catalog-json,low,0.510,female-Dumbbells-dumbbell-alternating-rear-delt-fly-side.mp4,1dWPN6k3N8lwR3JFDvwAN0a3AFInZ5W4g,https://drive.google.com/file/d/1dWPN6k3N8lwR3JFDvwAN0a3AFInZ5W4g/view?usp=drive_web,Dumbbells,12,token_similarity:alias
rear-delt-reverse-fly-machine,Apertura inversa de deltoides posterior (Máquina),catalog-json,low,0.510,female-Vitruvian-rear-delt-fly-side.mp4,1KMqqk4vD3mJ0wbcYqCrB6alnk-jrKyQ5,https://drive.google.com/file/d/1KMqqk4vD3mJ0wbcYqCrB6alnk-jrKyQ5/view?usp=drive_web,Vitruvian,4,token_similarity:alias
reverse-grip-concentration-curl,Curl concentrado agarre inverso,catalog-json,low,0.510,female-Cables-cable-bar-reverse-grip-curl-side.mp4,1Kwv1uDw785NbBpKuZBkcYUZZ2jPAvde7,https://drive.google.com/file/d/1Kwv1uDw785NbBpKuZBkcYUZZ2jPAvde7/view?usp=drive_web,Cables,4,token_similarity:id
romanian-deadlift-dumbbell,Peso muerto rumano (Mancuerna),catalog-json,low,0.620,female-Dumbbells-dumbbell-romanian-deadlift-side.mp4,1wNoIhKNKiAsBkXBSP3fqrNNcbEi4v2sv,https://drive.google.com/file/d/1wNoIhKNKiAsBkXBSP3fqrNNcbEi4v2sv/view?usp=drive_web,Dumbbells,4,video_clean:alias
russian-twist-bodyweight,Giro ruso (Peso corporal),catalog-json,low,0.620,female-Bodyweight-bodyweight-russian-twist-side.mp4,1pXMO38n5-E0XtpoKMo5W9Ji03yusWHJ1,https://drive.google.com/file/d/1pXMO38n5-E0XtpoKMo5W9Ji03yusWHJ1/view?usp=drive_web,Bodyweight,3,video_clean:alias
russian-twist-weighted,Giro ruso (Con peso),catalog-json,low,0.620,female-Dumbbells-dumbbell-russian-twist-side.mp4,1zirLe8u5V2Wq0GBrF1WG2l67EZp6Qd_X,https://drive.google.com/file/d/1zirLe8u5V2Wq0GBrF1WG2l67EZp6Qd_X/view?usp=drive_web,Dumbbells,16,video_clean:alias
seated-overhead-press-barbell,Press militar sentado (Barra),catalog-json,low,0.510,female-Barbell-landmine-seated-overhead-press-side.mp4,1p2oWj68U4x1PQwArGSXRgp4DaPoQ7kqh,https://drive.google.com/file/d/1p2oWj68U4x1PQwArGSXRgp4DaPoQ7kqh/view?usp=drive_web,Barbell,8,token_similarity:id
seated-overhead-press-dumbbell,Press militar sentado (Mancuerna),catalog-json,low,0.510,female-dumbbell-neutral-seated-overhead-press-side.mp4,1WX2SOqmr2X0zqF4OBtoI67JLoEtNPdH8,https://drive.google.com/file/d/1WX2SOqmr2X0zqF4OBtoI67JLoEtNPdH8/view?usp=drive_web,Dumbbells,4,token_similarity:id
single-arm-cable-row,Remo en polea a un brazo,catalog-json,low,0.265,female-Band-band-single-arm-row-side.mp4,13iEbooMUKmQA_--2wGANI1Dkdy--H_UV,https://drive.google.com/file/d/13iEbooMUKmQA_--2wGANI1Dkdy--H_UV/view?usp=drive_web,Band,40,token_similarity:id
single-arm-curl-cable,Curl a un brazo (Polea),catalog-json,low,0.265,female-dumbbell-single-arm-spider-curl-side.mp4,1nEnL6rkW7DPD83YxHLWAhh8D2gLKPmvP,https://drive.google.com/file/d/1nEnL6rkW7DPD83YxHLWAhh8D2gLKPmvP/view?usp=drive_web,Dumbbells,32,token_similarity:id
single-arm-landmine-press-barbell,Press landmine a un brazo (Barra),catalog-json,low,0.544,female-Barbell-landmine-alternating-single-arm-press-side.mp4,1Mzk1oX--P6jGLFt2Txse5Rk1ZBem1rhN,https://drive.google.com/file/d/1Mzk1oX--P6jGLFt2Txse5Rk1ZBem1rhN/view?usp=drive_web,Barbell,16,token_similarity:id
single-arm-lat-pulldown,Jalón al pecho a un brazo,catalog-json,low,0.510,female-Band-band-seated-single-arm-pulldown-side.mp4,1I44K8UxNHgBUiA4eMbebehF1NAVn7ab6,https://drive.google.com/file/d/1I44K8UxNHgBUiA4eMbebehF1NAVn7ab6/view?usp=drive_web,Band,16,token_similarity:id
single-arm-lateral-raise-cable,Elevación lateral a un brazo (Polea),catalog-json,low,0.283,female-Band-band-single-arm-lateral-raise-side.mp4,1XPZc4WinfbtVUWwaQ1iT2NXpAjd23VrI,https://drive.google.com/file/d/1XPZc4WinfbtVUWwaQ1iT2NXpAjd23VrI/view?usp=drive_web,Band,12,token_similarity:id
single-arm-tricep-extension-dumbbell,Extensión de tríceps a un brazo (Mancuerna),catalog-json,low,0.544,female-dumbbell-single-arm-overhead-tricep-extension-side.mp4,1Cymyjd36kv5-Zs4boqiVj92AvZCB_ygk,https://drive.google.com/file/d/1Cymyjd36kv5-Zs4boqiVj92AvZCB_ygk/view?usp=drive_web,Dumbbells,8,token_similarity:id
single-leg-press-machine,Prensa a una pierna (Máquina),catalog-json,low,0.510,female-Machine-machine-single-leg-leg-press-side.mp4,1WIzdeYhrdHqouMkLiaheBvcgboBcrArG,https://drive.google.com/file/d/1WIzdeYhrdHqouMkLiaheBvcgboBcrArG/view?usp=drive_web,Machine,4,token_similarity:id
single-leg-romanian-deadlift-barbell,Peso muerto rumano a una pierna (Barra),catalog-json,low,0.544,female-Barbell-landmine-single-leg-romanian-deadlift-side.mp4,1KpZeAst65sFEsjy81GFrIVIatBZHoOA6,https://drive.google.com/file/d/1KpZeAst65sFEsjy81GFrIVIatBZHoOA6/view?usp=drive_web,Barbell,8,token_similarity:id
single-leg-standing-calf-raise,Elevación de gemelo de pie a una pierna,catalog-json,low,0.544,female-Bodyweight-bodyweight-single-leg-calf-raise-side.mp4,1EfAdp-RoJ8dIbJ_lMMy_XSdWy0lf97Hj,https://drive.google.com/file/d/1EfAdp-RoJ8dIbJ_lMMy_XSdWy0lf97Hj/view?usp=drive_web,Bodyweight,16,token_similarity:id
skull-crusher,Press francés,seed,low,0.520,female-Kettlebells-kettlebell-skull-crusher-side.mp4,1SlTsNIY7OxgNPImCSeK4Aj54-0LS5GSx,https://drive.google.com/file/d/1SlTsNIY7OxgNPImCSeK4Aj54-0LS5GSx/view?usp=drive_web,Kettlebells,8,video_clean:id
spider-curl-dumbbell,Curl araña (Mancuerna),catalog-json,low,0.620,female-dumbbell-spider-curl-side.mp4,1F0q-rvQteLdpjXI1jpML4ydTv4mn8cKd,https://drive.google.com/file/d/1F0q-rvQteLdpjXI1jpML4ydTv4mn8cKd/view?usp=drive_web,Dumbbells,4,video_clean:alias
tricep-pushdown,Extensión de tríceps en polea,seed,low,0.520,female-Machine-machine-tricep-pushdown-side.mp4,19i4hNUvZM4fbO4dPfrjVVG9Kvv1qfPWE,https://drive.google.com/file/d/19i4hNUvZM4fbO4dPfrjVVG9Kvv1qfPWE/view?usp=drive_web,Machine,8,video_clean:id
zottman-curl-dumbbell,Curl Zottman (Mancuerna),catalog-json,low,0.620,female-Dumbbells-dumbbell-zottman-curl-side.mp4,1ZiGd4QgfrBIKqLNU6ehOkfUmJ_gSfzy5,https://drive.google.com/file/d/1ZiGd4QgfrBIKqLNU6ehOkfUmJ_gSfzy5/view?usp=drive_web,Dumbbells,12,video_clean:alias
