exercise_id,exercise_name,source,confidence,score,recommended_video,drive_file_id,drive_url,folder,matched_variants,reason
leg-extension,Extensión de cuádriceps,seed,high,1.000,female-machine-leg-extension-side.mp4,13paaTJt8G_7qHiMY-frNqsU7QNjRJWL2,https://drive.google.com/file/d/13paaTJt8G_7qHiMY-frNqsU7QNjRJWL2/view?usp=drive_web,Machine,20,video_clean:id
leg-press,Prensa de piernas,seed,high,1.000,female-Machine-machine-leg-press-side.mp4,1efREYF4txExuAsgcUCN3qyL0CHMVtS_s,https://drive.google.com/file/d/1efREYF4txExuAsgcUCN3qyL0CHMVtS_s/view?usp=drive_web,Machine,8,video_clean:id
mountain-climber,Escalador (Mountain climber),catalog-json,high,1.000,female-bodyweight-mountain-climber-side.mp4,1mB-P0cfFxu1JshY6NNuP8ljyqd8I5hLx,https://drive.google.com/file/d/1mB-P0cfFxu1JshY6NNuP8ljyqd8I5hLx/view?usp=drive_web,Bodyweight,8,video_clean:id
oblique-crunch,Crunch oblicuo,catalog-json,high,1.000,female-Bodyweight-oblique-crunch-side.mp4,1ccrKr5nJEHATS1it22d_GbEppRNLm3SD,https://drive.google.com/file/d/1ccrKr5nJEHATS1it22d_GbEppRNLm3SD/view?usp=drive_web,Bodyweight,8,video_clean:id
overhead-press,Press militar,seed,high,1.000,female-Barbell-barbell-overhead-press-side.mp4,1w9zNM1BYUQESlKj2sHku1aDY75P3lROS,https://drive.google.com/file/d/1w9zNM1BYUQESlKj2sHku1aDY75P3lROS/view?usp=drive_web,Barbell,26,video_clean:id
overhead-squat,Sentadilla sobre la cabeza,catalog-json,high,1.000,female-dumbbell-overhead-squat-side.mp4,1RshswhG3Db5iEEvQ_bca5SqhxXWZiXBG,https://drive.google.com/file/d/1RshswhG3Db5iEEvQ_bca5SqhxXWZiXBG/view?usp=drive_web,Dumbbells,12,video_clean:id
pike-pushup,Flexión pike,catalog-json,high,1.000,female-Bosu-Ball-bosu-ball-pike-pushup-side.mp4,1RBbhbajoHGI6mRniZpOON5AA55IUri7s,https://drive.google.com/file/d/1RBbhbajoHGI6mRniZpOON5AA55IUri7s/view?usp=drive_web,Bosu-Ball,4,video_clean:id
power-snatch,Arranque de potencia,catalog-json,high,1.000,female-Barbell-barbell-power-snatch-side.mp4,1MKaJdZKgf-R0zGyC27GXX1pa0wPK1Mg5,https://drive.google.com/file/d/1MKaJdZKgf-R0zGyC27GXX1pa0wPK1Mg5/view?usp=drive_web,Barbell,4,video_clean:id
push-press,Push press,catalog-json,high,1.000,female-Dumbbells-dumbbell-push-press-side.mp4,1rkJrjJFv7Dlf5JIuZDsT3W3Mbqr8u6HM,https://drive.google.com/file/d/1rkJrjJFv7Dlf5JIuZDsT3W3Mbqr8u6HM/view?usp=drive_web,Dumbbells,8,video_clean:id
push-up,Flexión,catalog-json,high,1.000,female-Bodyweight-push-up-side.mp4,1I-kuAxa0vjT5PWYTvarko6mPrdJYKIM7,https://drive.google.com/file/d/1I-kuAxa0vjT5PWYTvarko6mPrdJYKIM7/view?usp=drive_web,Bodyweight,8,video_clean:id
rack-pull,Rack pull (Peso muerto parcial),catalog-json,high,1.000,female-Barbell-barbell-rack-pull-side.mp4,186HtXUqhA3X8_OVjZhOMBZMNd_gdmT_R,https://drive.google.com/file/d/186HtXUqhA3X8_OVjZhOMBZMNd_gdmT_R/view?usp=drive_web,Barbell,4,video_clean:id
reverse-crunch,Crunch inverso,catalog-json,high,1.000,female-Bodyweight-reverse-crunch-side.mp4,1_uYs5bw6Ikdoll9ngftdLjgVjBw0-q7c,https://drive.google.com/file/d/1_uYs5bw6Ikdoll9ngftdLjgVjBw0-q7c/view?usp=drive_web,Bodyweight,4,video_clean:id
reverse-hyperextension,Hiperextensión inversa,catalog-json,high,1.000,female-Machine-machine-reverse-hyperextension-side.mp4,1YfuTiS-5F7BruyinzOy_381byfhFB6DT,https://drive.google.com/file/d/1YfuTiS-5F7BruyinzOy_381byfhFB6DT/view?usp=drive_web,Machine,4,video_clean:id
reverse-lunge,Estocada inversa,catalog-json,high,1.000,female-barbell-reverse-lunge-side.mp4,1cAgG5ch7lCq4F09hE78zqMVrZKxEbTd_,https://drive.google.com/file/d/1cAgG5ch7lCq4F09hE78zqMVrZKxEbTd_/view?usp=drive_web,Barbell,40,video_clean:id
ring-pull-up,Dominada en anillas,catalog-json,high,1.000,female-Bodyweight-ring-pull-up-side.mp4,1SA9jxH0C-v9G8vw7J0MKCxgSF3QReBKj,https://drive.google.com/file/d/1SA9jxH0C-v9G8vw7J0MKCxgSF3QReBKj/view?usp=drive_web,Bodyweight,4,video_clean:id
romanian-deadlift,Peso muerto rumano,seed,high,1.000,female-Barbell-barbell-romanian-deadlift-side.mp4,1-kDIs1CTF8VzLi7T2kJnhWsEsI6Rcizs,https://drive.google.com/file/d/1-kDIs1CTF8VzLi7T2kJnhWsEsI6Rcizs/view?usp=drive_web,Barbell,23,video_clean:id
seated-calf-raise,Elevación de gemelos sentado,catalog-json,high,1.000,female-barbell-seated-calf-raise-side.mp4,1ZM9Fqx_uqrhNVkqscxdnvflOcVblCMi-,https://drive.google.com/file/d/1ZM9Fqx_uqrhNVkqscxdnvflOcVblCMi-/view?usp=drive_web,Barbell,24,video_clean:id
side-bend,Inclinación lateral,catalog-json,high,1.000,female-Band-band-side-bend-side.mp4,1C8-uQDf_PdE334QH0zI6mei-0bWashRI,https://drive.google.com/file/d/1C8-uQDf_PdE334QH0zI6mei-0bWashRI/view?usp=drive_web,Band,16,video_clean:id
single-leg-glute-bridge,Puente de glúteo a una pierna,catalog-json,high,1.000,female-Bodyweight-single-leg-glute-bridge-side.mp4,15u99F8h9mAS7ROHm3V8wehnRdGJkKIJw,https://drive.google.com/file/d/15u99F8h9mAS7ROHm3V8wehnRdGJkKIJw/view?usp=drive_web,Bodyweight,15,video_clean:id
single-leg-hip-thrust,Empuje de cadera a una pierna,catalog-json,high,1.000,female-Barbell-barbell-single-leg-hip-thrust-side.mp4,1htgY1G_lAJ1EQFzh0D8c5HppBaJhmQNp,https://drive.google.com/file/d/1htgY1G_lAJ1EQFzh0D8c5HppBaJhmQNp/view?usp=drive_web,Barbell,16,video_clean:id
snatch,Arranque,catalog-json,high,1.000,female-Barbell-barbell-snatch-side.mp4,1EHmbZGDn76Z3IR04G4NT4ph3CcJs6gt6,https://drive.google.com/file/d/1EHmbZGDn76Z3IR04G4NT4ph3CcJs6gt6/view?usp=drive_web,Barbell,8,video_clean:id
split-jerk,Envión en tijera,catalog-json,high,1.000,female-Barbell-barbell-split-jerk-side.mp4,1HK1e9991OJ1CkHeUey8JwF6AlPzljin0,https://drive.google.com/file/d/1HK1e9991OJ1CkHeUey8JwF6AlPzljin0/view?usp=drive_web,Barbell,4,video_clean:id
standing-calf-raise,Elevación de gemelos de pie,catalog-json,high,1.000,female-Vitruvian-standing-calf-raise-side.mp4,1b58NYHxjeXvUHoksY70j4KvLf3pFbTdz,https://drive.google.com/file/d/1b58NYHxjeXvUHoksY70j4KvLf3pFbTdz/view?usp=drive_web,Vitruvian,4,video_clean:id
step-up,Subida al cajón,catalog-json,high,1.000,female-barbell-step-up-side.mp4,1eY4YbUjGJf8xRVgB-n4lPs5ehhXmlzuw,https://drive.google.com/file/d/1eY4YbUjGJf8xRVgB-n4lPs5ehhXmlzuw/view?usp=drive_web,Barbell,16,video_clean:id
sumo-deadlift,Peso muerto sumo,catalog-json,high,1.000,female-Barbell-barbell-sumo-deadlift-side.mp4,1xXi8uQnGwGKuS5bCXbg6RUJs-Ge2T6tL,https://drive.google.com/file/d/1xXi8uQnGwGKuS5bCXbg6RUJs-Ge2T6tL/view?usp=drive_web,Barbell,10,video_clean:id
sumo-squat,Sentadilla sumo,catalog-json,high,1.000,female-dumbbell-sumo-squat-side.mp4,1kXfdkNDsV6qveqDRmZqYyY3uXkouH_k_,https://drive.google.com/file/d/1kXfdkNDsV6qveqDRmZqYyY3uXkouH_k_/view?usp=drive_web,Dumbbells,4,video_clean:id
superman,Superman,catalog-json,high,1.000,female-dumbbell-superman-side.mp4,19mefn-aQMd8StnP_siSLcmpk-iCFqzz1,https://drive.google.com/file/d/19mefn-aQMd8StnP_siSLcmpk-iCFqzz1/view?usp=drive_web,Dumbbells,12,video_clean:id
wall-ball,Wall ball (Lanzamiento a la pared),catalog-json,high,1.000,female-Medicine-Ball-wall-ball-side.mp4,1mU8FgSxh1_I8KXBLix2cFN1IeVBUcg71,https://drive.google.com/file/d/1mU8FgSxh1_I8KXBLix2cFN1IeVBUcg71/view?usp=drive_web,Medicine-Ball,4,video_clean:id
wall-sit,Sentadilla isométrica en la pared,catalog-json,high,1.000,female-Bodyweight-wall-sit-side.mp4,1PM7kMo33sybDuuDkOYiIu6t0uUXvu5Nv,https://drive.google.com/file/d/1PM7kMo33sybDuuDkOYiIu6t0uUXvu5Nv/view?usp=drive_web,Bodyweight,8,video_clean:id
zercher-squat,Sentadilla Zercher,catalog-json,high,1.000,female-barbell-zercher-squat-side.mp4,16BCYV50FXB50Hrlp1gFblwNVDpbrdFAc,https://drive.google.com/file/d/16BCYV50FXB50Hrlp1gFblwNVDpbrdFAc/view?usp=drive_web,Barbell,8,video_clean:id
back-squat,Sentadilla,seed,low,0.780,female-Barbell-barbell-banded-back-squat-side.mp4,1zcIiSk3MDQbMAytRJAl9exlAzJO3nJeh,https://drive.google.com/file/d/1zcIiSk3MDQbMAytRJAl9exlAzJO3nJeh/view?usp=drive_web,Barbell,24,drop_modifiers:id
behind-the-back-bicep-wrist-curl-barbell,Curl de muñeca tras la espalda (Barra),catalog-json,low,0.486,female-barbell-behind-the-back-wrist-curl-side.mp4,1dMAgR7qXqH9vsKg_L89EdFQoBGVaX8Jo,https://drive.google.com/file/d/1dMAgR7qXqH9vsKg_L89EdFQoBGVaX8Jo/view?usp=drive_web,Barbell,4,token_similarity:id
bent-over-row-band,Remo inclinado (Banda),catalog-json,low,0.544,female-Band-mini-band-bent-over-row-side.mp4,1adE2wtFcaJYtX9UKowJFKh8wVdRM8n7F,https://drive.google.com/file/d/1adE2wtFcaJYtX9UKowJFKh8wVdRM8n7F/view?usp=drive_web,Band,8,token_similarity:id
bent-over-row-barbell,Remo inclinado (Barra),catalog-json,low,0.510,female-barbell-bent-over-row-side.mp4,1Ur9XJIyxkXl-ED6poWH3jjVQZdFvO-rQ,https://drive.google.com/file/d/1Ur9XJIyxkXl-ED6poWH3jjVQZdFvO-rQ/view?usp=drive_web,Barbell,4,token_similarity:id
box-squat-barbell,Sentadilla al cajón (Barra),catalog-json,low,0.484,female-barbell-pause-box-squat-side.mp4,1Cg0HvvTOtsQdQlvNxK5xMiW-KnXG5-z8,https://drive.google.com/file/d/1Cg0HvvTOtsQdQlvNxK5xMiW-KnXG5-z8/view?usp=drive_web,Barbell,16,drop_modifiers:alias
cable-pull-through,Pull through en polea,catalog-json,low,0.620,female-Cables-cable-pull-through-side.mp4,1Xku91yV1o3wyEQhxgTNv3ZdSNglLCXco,https://drive.google.com/file/d/1Xku91yV1o3wyEQhxgTNv3ZdSNglLCXco/view?usp=drive_web,Cables,4,video_clean:alias
calf-raise,Elevación de pantorrillas,seed,low,0.520,female-Band-band-calf-raise-side.mp4,1m8lX2g8d44V1zRer0HHf4jrb1kOnq4_3,https://drive.google.com/file/d/1m8lX2g8d44V1zRer0HHf4jrb1kOnq4_3/view?usp=drive_web,Band,26,video_clean:id
chin-up,Dominada supina,catalog-json,low,0.780,female-Bodyweight-bodyweight-assisted-chin-up-side.mp4,1mSFIFmlbvVfgt6V_INBW6Mu5wTingyPz,https://drive.google.com/file/d/1mSFIFmlbvVfgt6V_INBW6Mu5wTingyPz/view?usp=drive_web,Bodyweight,8,drop_modifiers:id
chin-up-assisted,Dominada supina (Asistida),catalog-json,low,0.510,female-Bodyweight-bodyweight-assisted-gironda-chin-up-side.mp4,1azX8o-3bLadFrXyCrFusjifx19POF7hV,https://drive.google.com/file/d/1azX8o-3bLadFrXyCrFusjifx19POF7hV/view?usp=drive_web,Bodyweight,8,token_similarity:id
deadlift-trap-bar,Peso muerto (Barra hexagonal),catalog-json,low,0.265,female-Barbell-trap-bar-deficit-deadlift-side.mp4,1PJjL_Daj8nZ06ct132V7d-iRM_fjYmbt,https://drive.google.com/file/d/1PJjL_Daj8nZ06ct132V7d-iRM_fjYmbt/view?usp=drive_web,Barbell,12,token_similarity:id
decline-bench-press-dumbbell,Press de banca declinado (Mancuerna),catalog-json,low,0.510,female-dumbbell-decline-guillotine-bench-press-side.mp4,1g7ium9nzN_X_ZhIVLorGX59tC630-LMm,https://drive.google.com/file/d/1g7ium9nzN_X_ZhIVLorGX59tC630-LMm/view?usp=drive_web,Dumbbells,8,token_similarity:id
decline-chest-fly-dumbbell,Apertura declinada (Mancuerna),catalog-json,low,0.510,female-dumbbell-decline-chest-fly-side.mp4,1JFCVEnKEzmKNX225BSZtYr-7quFW2pUl,https://drive.google.com/file/d/1JFCVEnKEzmKNX225BSZtYr-7quFW2pUl/view?usp=drive_web,Dumbbells,8,token_similarity:id
ez-bar-biceps-curl,Curl de bíceps (Barra Z),catalog-json,low,0.510,female-Barbell-ez-bar-curl-side.mp4,1IsJEarMNLEylPPqbCXE9lBlUEmo_kfoo,https://drive.google.com/file/d/1IsJEarMNLEylPPqbCXE9lBlUEmo_kfoo/view?usp=drive_web,Barbell,20,token_similarity:id
face-pull,Face pull (Jalón a la cara),seed+catalog-json,low,0.520,female-Band-band-face-pull-side.mp4,1Fj9QE7tCLh4MQ8gMBpv2XbUaP9jBTer5,https://drive.google.com/file/d/1Fj9QE7tCLh4MQ8gMBpv2XbUaP9jBTer5/view?usp=drive_web,Band,4,video_clean:id
glute-kickback-machine,Patada de glúteo (Máquina),catalog-json,low,0.620,female-Machine-machine-glute-kickback-side.mp4,1g7G0-2FpadfvC_MTKCxuxAJZWSSTF3OC,https://drive.google.com/file/d/1g7G0-2FpadfvC_MTKCxuxAJZWSSTF3OC/view?usp=drive_web,Machine,4,video_clean:alias
glute-kickback-on-floor,Patada de glúteo en el suelo,catalog-json,low,0.620,female-Band-band-glute-kickback-side.mp4,12C5wa27KsNybRjVrh7mBBXF6JLKX_U6O,https://drive.google.com/file/d/12C5wa27KsNybRjVrh7mBBXF6JLKX_U6O/view?usp=drive_web,Band,8,video_clean:alias
hammer-curl-band,Curl martillo (Banda),catalog-json,low,0.265,female-Cardio-cardio-band-hammer-curl-jacks-side.mp4,1qq2x6bS_f8TDmKrt_TvTcKrGIfsAPmFG,https://drive.google.com/file/d/1qq2x6bS_f8TDmKrt_TvTcKrGIfsAPmFG/view?usp=drive_web,Cardio,4,token_similarity:id
incline-bench-press-barbell,Press de banca inclinado (Barra),catalog-json,low,0.510,female-Barbell-barbell-guillotine-incline-bench-press-side.mp4,1-PKypUTDnjvKbOpw7SNgip6KGerg2d2e,https://drive.google.com/file/d/1-PKypUTDnjvKbOpw7SNgip6KGerg2d2e/view?usp=drive_web,Barbell,19,token_similarity:id
incline-bench-press-dumbbell,Press de banca inclinado (Mancuerna),catalog-json,low,0.510,female-dumbbell-neutral-incline-bench-press-side.mp4,1taWcIqi4yDP7Nv7Hmkd_fqQDzs7RA7Ut,https://drive.google.com/file/d/1taWcIqi4yDP7Nv7Hmkd_fqQDzs7RA7Ut/view?usp=drive_web,Dumbbells,12,token_similarity:id
incline-chest-fly-dumbbell,Apertura inclinada (Mancuerna),catalog-json,low,0.510,female-dumbbell-incline-chest-fly-side.mp4,1SHN58cBvCbEulKNEeaqnavun4MZ7xI0F,https://drive.google.com/file/d/1SHN58cBvCbEulKNEeaqnavun4MZ7xI0F/view?usp=drive_web,Dumbbells,8,token_similarity:id
incline-push-ups,Flexiones inclinadas,catalog-json,low,0.780,female-Bodyweight-incline-push-up-side.mp4,1sjdx-cm9xGjUb31fkgkW7qfXIMD-tBkd,https://drive.google.com/file/d/1sjdx-cm9xGjUb31fkgkW7qfXIMD-tBkd/view?usp=drive_web,Bodyweight,8,video_clean:alias
inverted-row,Remo invertido,catalog-json,low,0.780,female-Bodyweight-bodyweight-standing-inverted-row-side.mp4,1XVVPzcF7EEIDnnTeoUo3j42MaOmwf1rk,https://drive.google.com/file/d/1XVVPzcF7EEIDnnTeoUo3j42MaOmwf1rk/view?usp=drive_web,Bodyweight,8,drop_modifiers:id
kipping-pull-up,Dominada kipping,catalog-json,low,0.510,female-Machine-machine-assisted-narrow-pull-up-side.mp4,1tmy2kjpq6qES-RfNjT_0EHG1852f04Ud,https://drive.google.com/file/d/1tmy2kjpq6qES-RfNjT_0EHG1852f04Ud/view?usp=drive_web,Machine,4,token_similarity:alias
lat-pulldown,Jalón al pecho,seed,low,0.322,female-machine-pulldown-side.mp4,1o9wHZHbyLGg1s0RO3n-qokKpaL3bbM3h,https://drive.google.com/file/d/1o9wHZHbyLGg1s0RO3n-qokKpaL3bbM3h/view?usp=drive_web,Machine,8,video_clean:alias
lateral-raise-dumbbell,Elevación lateral (Mancuerna),catalog-json,low,0.510,female-Dumbbells-dumbbell-seated-full-lateral-raise-side.mp4,1JCii2HfNpyQ-yLF7ATPrFjCVyOWFkR34,https://drive.google.com/file/d/1JCii2HfNpyQ-yLF7ATPrFjCVyOWFkR34/view?usp=drive_web,Dumbbells,4,token_similarity:alias
leg-curl,Curl femoral,seed,low,0.780,female-Machine-machine-seated-leg-curl-side.mp4,1_nm32pbd-qY_MS9IEnwobJJkS9jFslMq,https://drive.google.com/file/d/1_nm32pbd-qY_MS9IEnwobJJkS9jFslMq/view?usp=drive_web,Machine,20,drop_modifiers:id
leg-press-horizontal-machine,Prensa de piernas horizontal (Máquina),catalog-json,low,0.510,female-Machine-machine-horizontal-leg-press-side.mp4,19eWPP29SSHQM3O9lKtr5RB56PYFvGToD,https://drive.google.com/file/d/19eWPP29SSHQM3O9lKtr5RB56PYFvGToD/view?usp=drive_web,Machine,8,token_similarity:id
lunge,Estocada,catalog-json,low,0.780,female-Barbell-barbell-deficit-lunge-side.mp4,1Kj7jzfZ_sv4NCZW8jHl_StAm_eyPnMKD,https://drive.google.com/file/d/1Kj7jzfZ_sv4NCZW8jHl_StAm_eyPnMKD/view?usp=drive_web,Barbell,12,drop_modifiers:id
